Lat,Lon,MRMSrain,RAPrain,WindSpeed,woro,Q
42.15,-123.35,0,0,5.93491888046265,-0.0684930607676506,3.75453282686067e-07
40.35,-123.35,0,0,6.02712297439575,0.0214304234832525,2.28437642135759e-08
40.25,-123.35,0,0,5.93660593032837,0.127949073910713,-2.14693045563763e-08
40.15,-123.35,0,0,6.69067907333374,0.0597387552261353,-5.00167161021636e-08
40.05,-123.35,0,0,6.09126424789429,0.130373060703278,1.49235148683147e-08
39.95,-123.35,0,0,6.74754619598389,0.0564106553792953,2.45551206035088e-08
39.85,-123.35,0,0,6.81810903549194,-0.0209256615489721,7.13450276634831e-08
39.75,-123.35,0,0,6.80225086212158,-0.0402557961642742,1.01134801866465e-07
39.65,-123.35,0,0,6.74015188217163,0.0513649173080921,8.04360240636015e-08
39.55,-123.35,0,0,7.0029878616333,NaN,5.40907869606144e-08
39.45,-123.35,0,0,6.51418876647949,0.128655835986137,4.47709496143034e-08
39.35,-123.35,0,0,6.89260530471802,NaN,5.43012532716602e-08
39.25,-123.35,0,0,6.82187843322754,NaN,6.39933048773855e-08
39.15,-123.35,0.033,0,6.81437397003174,NaN,9.53211554133304e-08
42.65,-123.25,0,0,3.31762552261353,0.0706757232546806,3.05767628105968e-07
42.55,-123.25,0,0,4.8342022895813,0.00313191581517458,2.59077239661565e-07
42.45,-123.25,0,0,4.74137449264526,0.00944744423031807,4.1528019778525e-07
42.35,-123.25,0,0,4.74137449264526,0.00944744423031807,4.1528019778525e-07
42.25,-123.25,0,0,4.5999927520752,-0.0850383937358856,5.66735423035425e-07
40.35,-123.25,0,0,5.44588088989258,-0.024210762232542,6.1902028392069e-08
40.25,-123.25,0,0,5.93660593032837,0.127949073910713,-2.14693045563763e-08
40.15,-123.25,0,0,6.00109386444092,0.122895538806915,-1.56868651401965e-08
40.05,-123.25,0,0,6.09126424789429,0.130373060703278,1.49235148683147e-08
39.95,-123.25,0,0,6.20500516891479,0.0901308432221413,5.15841662718231e-08
39.85,-123.25,0,0,6.20500516891479,0.0901308432221413,5.15841662718231e-08
39.75,-123.25,0,0,6.80225086212158,-0.0402557961642742,1.01134801866465e-07
39.65,-123.25,0,0,6.74015188217163,0.0513649173080921,8.04360240636015e-08
39.55,-123.25,0,0,6.60750770568848,0.120028898119926,6.08143722047316e-08
39.45,-123.25,0,0,6.51418876647949,0.128655835986137,4.47709496143034e-08
39.35,-123.25,0,0,6.46753883361816,0.0484283119440079,5.76311300903853e-08
39.25,-123.25,0,0,6.46753883361816,0.0484283119440079,5.76311300903853e-08
39.15,-123.25,0.0374,0,6.81437397003174,NaN,9.53211554133304e-08
42.65,-123.15,0,0,3.31762552261353,0.0706757232546806,3.05767628105968e-07
42.55,-123.15,0,0,3.2953827381134,0.0139229064807296,3.49113037145798e-07
42.35,-123.15,0,0,3.22710299491882,-0.00432974472641945,5.83256792197062e-07
41.85,-123.15,0.014,1.80000007152557,4.5075306892395,-0.00664949603378773,5.45268164842128e-07
40.05,-123.15,0,0,5.64103841781616,0.240187436342239,4.8047596123979e-08
39.85,-123.15,0,0,6.20500516891479,0.0901308432221413,5.15841662718231e-08
39.65,-123.15,0,0,6.23496770858765,-0.0236037969589233,5.7886140325536e-08
39.55,-123.15,0,0,6.17890071868896,0.0694528520107269,7.96253374346634e-09
39.45,-123.15,0,0,6.13908243179321,0.159381449222565,-2.65921435982364e-08
39.35,-123.15,0,0,6.46753883361816,0.0484283119440079,5.76311300903853e-08
39.25,-123.15,0,0,6.46753883361816,0.0484283119440079,5.76311300903853e-08
39.15,-123.15,0,0,6.54723978042603,-0.0285741835832596,1.01965355270295e-07
39.05,-123.15,0,0,6.63862276077271,0.0222982596606016,1.27582310938124e-07
38.95,-123.15,0,0,6.82388544082642,NaN,7.79420759045024e-08
39.65,-123.05,0,0,5.8464035987854,0.000435840338468552,9.05844359522234e-08
39.55,-123.05,0,0,6.17890071868896,0.0694528520107269,7.96253374346634e-09
39.45,-123.05,0,0,6.13908243179321,0.159381449222565,-2.65921435982364e-08
39.35,-123.05,0,0,6.17413473129272,0.139564126729965,-1.2774801660953e-08
39.25,-123.05,0,0,6.28884363174438,0.0565031245350838,4.82621267394734e-08
39.15,-123.05,0,0,6.48557949066162,0.00876487884670496,9.78180878519197e-08
39.05,-123.05,0,0,6.48557949066162,0.00876487884670496,9.78180878519197e-08
38.95,-123.05,0,0,6.82388544082642,NaN,7.79420759045024e-08
38.85,-123.05,0,0,6.9680643081665,NaN,1.11064501595592e-07
39.45,-122.95,0,0,5.85599708557129,0.138768821954727,-1.38749484790424e-07
39.15,-122.95,0,0,6.48557949066162,0.00876487884670496,9.78180878519197e-08
39.05,-122.95,0,0,6.48557949066162,0.00876487884670496,9.78180878519197e-08
38.95,-122.95,0,0,6.75787925720215,0.1265809237957,1.07839994711867e-07
38.85,-122.95,0,0,6.99511241912842,0.17587323486805,2.83495573683012e-08
38.75,-122.95,0,0,7.22599029541016,NaN,4.19247108141008e-08
41.05,-122.85,0,0,6.71594667434692,0.00616567162796855,-1.25411986573454e-07
38.85,-122.85,0,0,6.99511241912842,0.17587323486805,2.83495573683012e-08
38.75,-122.85,0,0,7.22599029541016,NaN,4.19247108141008e-08
38.65,-122.85,0,0,7.42446804046631,NaN,3.66333203771774e-08
39.05,-122.75,0,0,6.75134181976318,-0.0804705321788788,6.23978806402192e-08
38.75,-122.75,0,0,7.352783203125,0.212285906076431,1.42465417241056e-08
38.55,-122.75,0,0,7.867347240448,NaN,-7.72999442233413e-09
45.75,-122.65,0,0,3.85962080955505,0.0225478373467922,-1.79282952927906e-08
40.15,-122.65,0,0,7.03078460693359,-0.309114873409271,8.07114659551189e-08
39.05,-122.65,0,0,6.86741781234741,-0.00388812273740768,-3.24109699079145e-08
38.45,-122.65,0,0,8.07826328277588,NaN,5.91669540028761e-08
39.55,-122.55,0,0,6.88938570022583,-0.138378858566284,-9.51174143892786e-08
39.65,-122.45,0,0,6.8785982131958,-0.0676432400941849,-3.1387997978527e-08
39.55,-122.45,0,0,6.88938570022583,-0.138378858566284,-9.51174143892786e-08
41.55,-122.35,0,0,8.98366928100586,-0.0845694020390511,2.582072511359e-07
39.95,-122.35,0,0,7.93400478363037,-0.00803902465850115,1.02343776120506e-07
39.75,-122.35,0,0,7.7986478805542,-0.0252004079520702,6.45147082423136e-08
39.65,-122.35,0,0,7.70956897735596,-0.0266239568591118,1.14344445023562e-08
41.65,-122.25,0,0,9.14813709259033,-0.111365683376789,1.7890958758926e-07
41.55,-122.25,0,0,9.14813709259033,-0.111365683376789,1.7890958758926e-07
41.45,-122.25,0,0,9.30968761444092,0.038443811237812,-4.65945504402043e-09
39.75,-122.25,0,0,8.39648818969727,0.00300589948892593,3.79141411599448e-08
39.65,-122.25,0,0,8.39648818969727,0.00300589948892593,3.79141411599448e-08
43.05,-122.15,0,0,4.00189113616943,0.0298875793814659,1.10400478092743e-07
42.55,-122.15,0,0,5.32960033416748,-0.0304711516946554,-5.9608865399241e-08
41.65,-122.15,0,0,9.09006309509277,0.00252732448279858,1.28678379951452e-07
41.55,-122.15,0,0,9.25876331329346,0.104624800384045,4.35159677181218e-08
40.25,-122.15,0,0,10.4804763793945,0.118865385651588,-1.98372838156047e-08
40.15,-122.15,0,0,9.92016506195068,0.0343876741826534,7.02638800476052e-08
39.95,-122.15,0,0,9.4577465057373,0.00727767031639814,-4.04418969424114e-08
39.85,-122.15,0,0,9.20047950744629,0.00558155216276646,-3.54382265754793e-08
39.75,-122.15,0,0,8.39648818969727,0.00300589948892593,3.79141411599448e-08
39.65,-122.15,0,0,8.82648944854736,0.00511020934209228,3.76766600140854e-08
44.95,-122.05,0,0,4.58246374130249,0.0223828479647636,-2.02402588911355e-07
44.75,-122.05,0,0,4.14998531341553,0.113920271396637,-1.63219795012992e-07
42.95,-122.05,0,0,5.15816116333008,0.00483972206711769,-5.58593633570581e-08
42.75,-122.05,0,0,5.4672646522522,0.0501656718552113,-1.31066428821214e-08
42.65,-122.05,0,0,5.4672646522522,0.0501656718552113,-1.31066428821214e-08
42.55,-122.05,0,0,5.8774266242981,-0.0470388531684875,-6.82117757833112e-08
42.45,-122.05,0,0,6.29658842086792,-0.121850498020649,-4.38282299342063e-08
39.85,-122.05,0,0,9.20047950744629,0.00558155216276646,-3.54382265754793e-08
39.75,-122.05,0,0,8.9672679901123,0.00841997563838959,4.30069562185054e-08
45.15,-121.95,0,0,4.7362847328186,0.0361114367842674,-1.13058931106025e-07
45.05,-121.95,0,0,4.78133153915405,0.0431084744632244,-7.06950302742371e-08
44.95,-121.95,0,0,4.76023101806641,0.0521925091743469,-5.19439389279341e-08
44.85,-121.95,0,0,4.43702507019043,0.0946813672780991,-1.90255036613962e-07
44.75,-121.95,0,0,4.14998531341553,0.113920271396637,-1.63219795012992e-07
44.55,-121.95,0.0027,0,3.74075126647949,0.0820688828825951,-2.24147854055445e-07
44.45,-121.95,0,0,3.29063725471497,-0.00651088077574968,-1.65358173376262e-07
42.75,-121.95,0,0,6.00180768966675,0.0617731884121895,-9.59392210120313e-09
42.65,-121.95,0,0,6.38115930557251,-0.0187087506055832,-4.79710067224914e-08
42.45,-121.95,0,0,6.29658842086792,-0.121850498020649,-4.38282299342063e-08
39.85,-121.95,0,0,9.65933799743652,0.0419104620814323,-1.09814919824203e-07
48.75,-121.85,0,0,2.45963144302368,0.0472145602107048,-1.97421542225129e-07
47.95,-121.85,0,0,2.13503384590149,0.0420775152742863,-2.06089183052427e-07
45.25,-121.85,0,0,4.83400630950928,-0.013208594173193,2.6431489885681e-08
45.15,-121.85,0,0,4.83400630950928,-0.013208594173193,2.6431489885681e-08
45.05,-121.85,0.0289,0,4.78133153915405,0.0431084744632244,-7.06950302742371e-08
44.95,-121.85,0.155,0,4.76023101806641,0.0521925091743469,-5.19439389279341e-08
44.85,-121.85,0,0,4.57761907577515,0.125470221042633,-1.13563089598756e-07
44.75,-121.85,0,0,4.2152304649353,0.104608662426472,-8.95027838510032e-08
44.65,-121.85,0.8537,0,3.8098030090332,-0.0167748406529427,-3.03395850664856e-08
44.55,-121.85,3.0013,0,3.35346126556396,-0.0316770076751709,1.0592775367968e-07
44.45,-121.85,0,0,3.29063725471497,-0.00651088077574968,-1.65358173376262e-07
44.35,-121.85,0,0,2.85906338691711,0.0403511188924313,1.00011305903536e-08
42.75,-121.85,0,0,6.00180768966675,0.0617731884121895,-9.59392210120313e-09
42.45,-121.85,0,0,6.76336145401001,0.0426851660013199,-3.21441362416408e-08
39.65,-121.85,0,0,9.22473526000977,0.00983552541583776,1.61617954574922e-08
48.25,-121.75,0.0069,0,2.34164619445801,-0.00130450306460261,-2.27622223292201e-07
48.05,-121.75,0.0227,0,2.17017936706543,0.0705684721469879,-2.27379572947939e-07
45.25,-121.75,0,0,4.83400630950928,-0.013208594173193,2.6431489885681e-08
45.15,-121.75,0,0,4.83400630950928,-0.013208594173193,2.6431489885681e-08
45.05,-121.75,4.9916,0,4.8668360710144,0.0566441081464291,2.89636510331093e-08
44.95,-121.75,2.6125,0,4.77756690979004,0.0197351612150669,3.28553468875725e-08
44.85,-121.75,0.1148,0,4.55114603042603,-0.0712097212672234,7.53177573642461e-08
44.75,-121.75,0.0664,0,4.20337104797363,-0.0959958210587502,1.58412859718737e-07
44.65,-121.75,8.4585,0,3.8098030090332,-0.0167748406529427,-3.03395850664856e-08
44.55,-121.75,4.9727,0,3.35346126556396,-0.0316770076751709,1.0592775367968e-07
44.45,-121.75,0,0,3.35346126556396,-0.0316770076751709,1.0592775367968e-07
44.35,-121.75,0,0,2.91160202026367,0.00946129858493805,2.24028681827804e-07
42.75,-121.75,0,0,6.42924880981445,0.0287929028272629,-2.85171513070281e-08
42.65,-121.75,0,0,6.80637311935425,-0.0377717763185501,-2.34360069129025e-08
48.25,-121.65,0.0049,0,2.34164619445801,-0.00130450306460261,-2.27622223292201e-07
45.25,-121.65,1.012,0,4.80071210861206,-0.0223779771476984,9.90005588619169e-08
45.15,-121.65,2.4586,0,4.77653694152832,-0.0530205294489861,1.21705554079199e-07
44.95,-121.65,6.7395,0,4.68570899963379,-0.11204169690609,1.88157855518511e-07
44.85,-121.65,1.0125,0,4.55114603042603,-0.0712097212672234,7.53177573642461e-08
44.75,-121.65,1.2831,0,4.20337104797363,-0.0959958210587502,1.58412859718737e-07
44.65,-121.65,1.0509,0,3.73932385444641,-0.107523068785667,2.16508169614826e-07
44.55,-121.65,0.0027,0,3.27340412139893,-0.0397323444485664,3.55170698185248e-07
44.45,-121.65,0,0,2.91154527664185,-0.0451196953654289,4.17386814888232e-07
42.55,-121.65,0,0,7.22659969329834,-0.0405789539217949,-2.78239973283689e-08
42.45,-121.65,0,0,7.56852769851685,0.104964576661587,-5.04485306862534e-08
42.35,-121.65,0,0,7.56852769851685,0.104964576661587,-5.04485306862534e-08
45.35,-121.55,1.9047,0,4.66893625259399,-0.101517140865326,1.93587510466386e-07
45.25,-121.55,9.1646,0,4.62125205993652,-0.124655082821846,2.50226378284424e-07
45.15,-121.55,7.025,0,4.77653694152832,-0.0530205294489861,1.21705554079199e-07
45.05,-121.55,7.58,0,4.68570899963379,-0.11204169690609,1.88157855518511e-07
44.95,-121.55,2.3918,0,4.68570899963379,-0.11204169690609,1.88157855518511e-07
44.85,-121.55,1.0666,0,4.44144058227539,-0.112697646021843,2.30873894224715e-07
44.75,-121.55,2.1395,0,4.07403039932251,-0.101029835641384,2.4989975599965e-07
44.65,-121.55,0.4384,0,3.63677859306335,-0.0678467005491257,3.58755443130576e-07
44.55,-121.55,0,0,3.27340412139893,-0.0397323444485664,3.55170698185248e-07
45.45,-121.45,0.018,0,4.71025323867798,-0.116516619920731,1.95700110339203e-07
45.35,-121.45,1.4281,0,4.66893625259399,-0.101517140865326,1.93587510466386e-07
45.25,-121.45,2.4755,0,4.62125205993652,-0.124655082821846,2.50226378284424e-07
45.15,-121.45,3.189,0,4.61237144470215,-0.0877767652273178,2.77942262982833e-07
45.05,-121.45,1.4944,0,4.51459741592407,-0.0416663438081741,1.70626321960299e-07
44.95,-121.45,0.5367,0,4.29156541824341,-0.027539137750864,2.25550039090194e-07
44.85,-121.45,1.1721,0,3.97318434715271,-0.0620877109467983,3.3507615171402e-07
44.75,-121.45,0.6244,0,4.07403039932251,-0.101029835641384,2.4989975599965e-07
44.65,-121.45,0.025,0,3.63677859306335,-0.0678467005491257,3.58755443130576e-07
44.55,-121.45,0,0,3.2049572467804,-0.0346608124673367,4.68365470851495e-07
41.95,-121.45,0,0,7.93389654159546,0.0530257597565651,-6.93773927196162e-10
45.45,-121.35,0.0056,0,4.71025323867798,-0.116516619920731,1.95700110339203e-07
45.35,-121.35,1.573,0,4.55328607559204,-0.144160822033882,3.16895238938741e-07
45.25,-121.35,3.5363,0,4.4452543258667,-0.0600159950554371,2.30250435606649e-07
45.15,-121.35,4.1285,0,4.43135213851929,-0.0286431312561035,1.49007234995224e-07
45.05,-121.35,1.9205,0,4.51459741592407,-0.0416663438081741,1.70626321960299e-07
44.95,-121.35,1.1661,0,4.29156541824341,-0.027539137750864,2.25550039090194e-07
44.85,-121.35,1.2321,0,3.97318434715271,-0.0620877109467983,3.3507615171402e-07
44.75,-121.35,0.2681,0,3.97318434715271,-0.0620877109467983,3.3507615171402e-07
44.65,-121.35,0,0,3.62072157859802,-0.0420640707015991,4.28010764608189e-07
41.95,-121.35,0,0,7.93389654159546,0.0530257597565651,-6.93773927196162e-10
45.45,-121.25,0.0658,0,4.45113611221313,-0.00463365763425827,9.67735047652241e-08
45.35,-121.25,1.6388,0,4.45113611221313,-0.00463365763425827,9.67735047652241e-08
45.25,-121.25,1.6768,0,4.4452543258667,-0.0600159950554371,2.30250435606649e-07
45.15,-121.25,1.5773,0,4.43135213851929,-0.0286431312561035,1.49007234995224e-07
45.05,-121.25,1.5851,0,4.36605072021484,-0.0432140715420246,1.4286749205894e-07
44.95,-121.25,0.2991,0,4.24547719955444,-0.0415922030806541,2.73657775551328e-07
44.85,-121.25,0.2634,0,4.01722621917725,-0.0190484896302223,3.46491674463323e-07
44.75,-121.25,0.001,0,3.72563409805298,0.0429914444684982,4.24009442667739e-07
44.65,-121.25,0,0,3.62072157859802,-0.0420640707015991,4.28010764608189e-07
40.35,-121.25,0,0,9.80132865905762,-0.0305725671350956,-3.36968639658153e-07
45.45,-121.15,0.38,0,4.45113611221313,-0.00463365763425827,9.67735047652241e-08
45.35,-121.15,0.2899,0,4.45113611221313,-0.00463365763425827,9.67735047652241e-08
45.25,-121.15,0.405,0,4.36833810806274,-0.0483484677970409,1.191462075667e-07
45.15,-121.15,2.1713,0,4.35038948059082,-0.0265518240630627,1.37566217972562e-07
45.05,-121.15,1.4486,0,4.34741878509521,0.0381633117794991,1.46906899090027e-07
44.95,-121.15,0.037,0,4.27817535400391,0.0274109430611134,1.57005530354581e-07
44.85,-121.15,0.0029,0,4.01722621917725,-0.0190484896302223,3.46491674463323e-07
45.45,-121.05,0.0775,0,4.4006929397583,0.000327268615365028,2.3360854584098e-08
45.35,-121.05,0.019,0,4.30088758468628,-0.0283817742019892,7.19086585831974e-08
45.25,-121.05,0.8709,0,4.31960964202881,0.0631006509065628,1.87648652172356e-08
45.15,-121.05,2.3421,0,4.31960964202881,0.0631006509065628,1.87648652172356e-08
45.05,-121.05,2.1383,0,4.34741878509521,0.0381633117794991,1.46906899090027e-07
44.95,-121.05,0.0816,0,4.27817535400391,0.0274109430611134,1.57005530354581e-07
44.85,-121.05,0,0,4.14822340011597,0.0311209354549646,2.69984951728475e-07
45.15,-120.95,2.42,0,4.31960964202881,0.0631006509065628,1.87648652172356e-08
45.05,-120.95,1.5089,0,4.33988952636719,0.0928418934345245,-2.00382714865555e-08
44.95,-120.95,0.4455,0,4.3257269859314,0.0218142755329609,8.27388220159264e-08
37.15,-120.95,0,0,6.35132694244385,-0.054063618183136,2.40319678823653e-07
45.25,-120.85,0.3739,0,4.24926519393921,0.0699069797992706,-1.59393977128275e-07
45.15,-120.85,1.0256,0,4.29408931732178,0.0516679808497429,-8.925532313242e-08
45.05,-120.85,0.7579,0,4.33663702011108,0.00987604819238186,-9.02719037298993e-08
44.95,-120.85,0.5224,0,4.3257269859314,0.0218142755329609,8.27388220159264e-08
45.25,-120.75,0,0,4.24926519393921,0.0699069797992706,-1.59393977128275e-07
45.15,-120.75,0.0911,0,4.29408931732178,0.0516679808497429,-8.925532313242e-08
45.05,-120.75,1.2714,0,4.33663702011108,0.00987604819238186,-9.02719037298993e-08
45.25,-120.65,0.6628,0,4.00355672836304,0.0103196119889617,-2.07284756470472e-07
45.15,-120.65,1.9804,0,4.15246677398682,0.0186197832226753,-2.22786695758259e-07
45.05,-120.65,1.4976,0,4.30505228042603,-0.00635994225740433,-3.2296043173119e-07
44.95,-120.65,1.014,0,4.41753435134888,-0.0239579938352108,-1.75242462319147e-07
38.15,-120.65,0,0,5.84639978408813,0.0563525259494781,-1.24671274193133e-07
38.05,-120.65,0,0,5.99380874633789,0.0586196109652519,1.52744625836476e-08
45.25,-120.55,0.557,0,3.65167999267578,0.00394242303445935,-2.5840085982054e-07
45.15,-120.55,1.2671,0,4.15246677398682,0.0186197832226753,-2.22786695758259e-07
45.05,-120.55,2.4901,0,4.30505228042603,-0.00635994225740433,-3.2296043173119e-07
44.95,-120.55,0.7865,0,4.41753435134888,-0.0239579938352108,-1.75242462319147e-07
45.25,-120.45,0.7848,0,3.65167999267578,0.00394242303445935,-2.5840085982054e-07
45.15,-120.45,5.4361,0,3.91040253639221,0.00516517506912351,-2.88387127511669e-07
45.05,-120.45,5.2986,0,4.22098779678345,-0.0203490182757378,-3.46790557159693e-07
44.95,-120.45,0.973,0,4.52602672576904,0.000776201020926237,-2.03173883051022e-07
45.35,-120.35,0,0,3.10372185707092,0.0450984463095665,-2.53780115144764e-07
45.25,-120.35,1.6686,0,3.22993612289429,0.0336025431752205,-2.66798565462523e-07
45.15,-120.35,5.1825,0,3.56737589836121,0.0157062876969576,-2.87404162691018e-07
45.05,-120.35,3.3686,0,4.01435995101929,0.0425179153680801,-3.10137181713799e-07
44.95,-120.35,3.2426,0,4.52602672576904,0.000776201020926237,-2.03173883051022e-07
44.85,-120.35,0.064,0,4.66510534286499,0.029950276017189,1.86379523370306e-07
45.35,-120.25,0,0,2.75917148590088,0.0135318292304873,-2.69340375780303e-07
45.15,-120.25,4.0367,0,3.56737589836121,0.0157062876969576,-2.87404162691018e-07
45.05,-120.25,12.8329,0,4.01435995101929,0.0425179153680801,-3.10137181713799e-07
44.95,-120.25,9.308,0,4.45191240310669,0.0375223085284233,-1.05460998156559e-07
44.85,-120.25,0.0409,0,4.67787075042725,0.0407999306917191,1.59226019036396e-07
44.75,-120.25,0,0,4.67928600311279,0.0280347596853971,5.84163217354217e-07
45.25,-120.15,0.9358,0,2.75917148590088,0.0135318292304873,-2.69340375780303e-07
45.15,-120.15,9.6695,0,3.13988780975342,0.021103834733367,-2.76334390036936e-07
45.05,-120.15,18.9166,0,3.6361231803894,0.0749984085559845,-2.41343116158532e-07
44.95,-120.15,4.7843,0,4.10514879226685,0.048976294696331,-8.81414052855689e-09
44.85,-120.15,0.0019,0,4.67787075042725,0.0407999306917191,1.59226019036396e-07
44.75,-120.15,0,0,4.67928600311279,0.0280347596853971,5.84163217354217e-07
45.35,-120.05,0.0204,0,2.28423428535461,0.0177217442542315,-2.18724863998432e-07
45.25,-120.05,1.6144,0,2.60732460021973,0.0456712916493416,-2.69057693458308e-07
45.15,-120.05,1.0981,0,3.06493759155273,0.0520109124481678,-1.6062867302935e-07
45.05,-120.05,2.4714,0,3.6361231803894,0.0749984085559845,-2.41343116158532e-07
44.95,-120.05,0.0137,0,4.10514879226685,0.048976294696331,-8.81414052855689e-09
44.85,-120.05,0,0.359999984502792,4.42402029037476,-0.0328161306679249,1.90561252111365e-07
44.75,-120.05,0,0,4.4565486907959,0.0522107072174549,6.80300956901192e-07
45.45,-119.95,0,0,1.82774698734283,0.00606699381023645,-1.43182546707976e-07
45.25,-119.95,2.0905,0,2.60732460021973,0.0456712916493416,-2.69057693458308e-07
45.15,-119.95,0.1225,0,3.06493759155273,0.0520109124481678,-1.6062867302935e-07
45.05,-119.95,0,0,3.06493759155273,0.0520109124481678,-1.6062867302935e-07
44.95,-119.95,0,0,3.4932918548584,-0.0348188430070877,1.7011331010508e-08
44.85,-119.95,0,0,3.81352877616882,-0.0560111328959465,3.27654106513364e-07
45.45,-119.85,0,0,1.82774698734283,0.00606699381023645,-1.43182546707976e-07
45.35,-119.85,0.0373,0,1.85384225845337,0.00742184603586793,-2.04157089456203e-07
45.25,-119.85,0.0383,0,2.04889559745789,0.0303869843482971,-2.28199112939365e-07
45.15,-119.85,0,0,2.3861780166626,0.0255252383649349,-1.14812721108137e-07
45.05,-119.85,0,0,2.7325005531311,-0.0395721793174744,1.66006159929566e-08
45.35,-119.75,0,0,1.49683487415314,0.0113605326041579,-1.50820426370046e-07
45.25,-119.75,0,0,1.54291725158691,0.0208429489284754,-1.910694891194e-07
45.15,-119.75,0,0,2.3861780166626,0.0255252383649349,-1.14812721108137e-07
45.05,-119.75,0,0,2.7325005531311,-0.0395721793174744,1.66006159929566e-08
45.15,-119.65,0,0,1.71235632896423,0.00819495599716902,-1.41038015044614e-07
45.05,-119.65,0,0,1.9176253080368,-0.0238135289400816,6.82542946606191e-08
39.85,-119.65,0,0,9.02974319458008,-0.0846090391278267,1.63582726031564e-07
48.45,-119.55,0.3445,0,2.23588299751282,-0.0124582638964057,-5.43186509105453e-08
48.05,-119.55,0.0393,0,1.54951608181,-0.0141775403171778,5.54086554416244e-09
48.55,-119.45,0.1585,0,2.49570202827454,0.0471040494740009,-8.27871815545222e-08
48.45,-119.45,0.2081,0,2.26379942893982,0.0792020931839943,-1.11568603244905e-07
48.15,-119.45,0.0034,0,1.67708230018616,0.0138460844755173,-4.93629137565677e-08
48.05,-119.45,0.1404,0,1.60927140712738,0.0104582477360964,-3.01464027074871e-08
45.25,-119.45,0.1182,0,1.16057443618774,0.00833417102694511,-1.2551396366689e-07
45.15,-119.45,0.2505,0,1.1519250869751,0.0108630796894431,-8.43273255668464e-08
44.45,-119.45,0.0707,0,3.47618508338928,-0.0259709358215332,7.72165947182657e-07
48.55,-119.35,0.2485,0,2.49570202827454,0.0471040494740009,-8.27871815545222e-08
48.45,-119.35,0.1105,0,2.26379942893982,0.0792020931839943,-1.11568603244905e-07
48.15,-119.35,0.0139,0,1.79454779624939,0.00500981695950031,-5.61034028123686e-08
48.05,-119.35,0.0127,0,1.60927140712738,0.0104582477360964,-3.01464027074871e-08
45.25,-119.35,0.0581,0,1.1240895986557,0.00811461266130209,-1.0421152296658e-07
45.15,-119.35,0.12,0.719999969005585,1.04783654212952,0.0166137684136629,-9.302162595759e-08
44.45,-119.35,0.0148,0,2.94203877449036,-0.000893212389200926,6.15547435245389e-07
48.55,-119.25,0.2744,0,2.44263005256653,0.0086232190951705,-1.60956474815066e-07
48.45,-119.25,0.0035,0,2.28454422950745,0.0643171891570091,-1.46682054946723e-07
